Date,Year,Month,Quarter,Day_name,Weekend_Flag
5/20/2017,2017,5,2,Saturday,Weekend
5/21/2017,2017,5,2,Sunday,Weekend
5/22/2017,2017,5,2,Monday,Weekday
5/23/2017,2017,5,2,Tuesday,Weekday
5/24/2017,2017,5,2,Wednesday,Weekday
5/25/2017,2017,5,2,Thursday,Weekday
5/26/2017,2017,5,2,Friday,Weekday
5/27/2017,2017,5,2,Saturday,Weekend
5/28/2017,2017,5,2,Sunday,Weekend
5/29/2017,2017,5,2,Monday,Weekday
5/30/2017,2017,5,2,Tuesday,Weekday
5/31/2017,2017,5,2,Wednesday,Weekday
6/1/2017,2017,6,2,Thursday,Weekday
6/2/2017,2017,6,2,Friday,Weekday
6/3/2017,2017,6,2,Saturday,Weekend
6/4/2017,2017,6,2,Sunday,Weekend
6/5/2017,2017,6,2,Monday,Weekday
6/6/2017,2017,6,2,Tuesday,Weekday
6/7/2017,2017,6,2,Wednesday,Weekday
6/8/2017,2017,6,2,Thursday,Weekday
6/9/2017,2017,6,2,Friday,Weekday
6/10/2017,2017,6,2,Saturday,Weekend
6/11/2017,2017,6,2,Sunday,Weekend
6/12/2017,2017,6,2,Monday,Weekday
6/13/2017,2017,6,2,Tuesday,Weekday
6/14/2017,2017,6,2,Wednesday,Weekday
6/15/2017,2017,6,2,Thursday,Weekday
6/16/2017,2017,6,2,Friday,Weekday
6/17/2017,2017,6,2,Saturday,Weekend
6/18/2017,2017,6,2,Sunday,Weekend
6/19/2017,2017,6,2,Monday,Weekday
6/20/2017,2017,6,2,Tuesday,Weekday
6/21/2017,2017,6,2,Wednesday,Weekday
6/22/2017,2017,6,2,Thursday,Weekday
6/23/2017,2017,6,2,Friday,Weekday
6/24/2017,2017,6,2,Saturday,Weekend
6/25/2017,2017,6,2,Sunday,Weekend
6/26/2017,2017,6,2,Monday,Weekday
6/27/2017,2017,6,2,Tuesday,Weekday
6/28/2017,2017,6,2,Wednesday,Weekday
6/29/2017,2017,6,2,Thursday,Weekday
6/30/2017,2017,6,2,Friday,Weekday
